id_venda,data_venda,id_loja,id_vendedor,id_cliente,id_produto,quantidade,valor_bruto,desconto,valor_liquido,custo_total,status
1366,2025-04-24,1,13,546,112,1,2629.26,0.0,2629.26,1399.55,Concluída
1367,2025-03-12,5,11,492,103,5,1038.7,51.94,986.76,666.2,Concluída
1368,2025-10-22,1,13,639,114,1,440.95,0.0,440.95,271.23,Concluída
1369,2025-02-27,3,6,255,106,2,275.84,41.38,234.46,146.84,Concluída
1370,2025-03-25,5,10,732,107,1,143.03,0.0,143.03,89.63,Concluída
1371,2025-01-01,1,13,45,115,1,517.13,0.0,517.13,291.44,Concluída
1372,2025-06-20,4,9,23,115,1,517.13,51.71,465.42,291.44,Concluída
1373,2025-06-04,2,2,128,110,1,153.35,0.0,153.35,76.82,Concluída
1374,2025-04-09,3,5,29,113,1,644.98,0.0,644.98,381.24,Concluída
1375,2025-09-05,5,12,67,113,1,644.98,32.25,612.73,381.24,Concluída
1376,2025-10-21,4,9,43,109,1,438.81,43.88,394.93,291.96,Concluída
1377,2025-07-25,2,3,149,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1378,2025-02-23,4,8,638,103,3,623.22,0.0,623.22,399.72,Cancelada
1379,2025-10-07,2,3,552,110,2,306.7,0.0,306.7,153.64,Devolvida
1380,2025-07-22,3,6,451,105,3,4041.3,0.0,4041.3,2574.06,Concluída
1381,2025-02-16,1,13,322,113,2,1289.96,0.0,1289.96,762.48,Concluída
1382,2025-11-03,3,4,866,111,2,6267.26,940.09,5327.17,3225.52,Concluída
1383,2025-07-15,5,10,360,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1384,2025-02-01,1,13,213,107,1,143.03,0.0,143.03,89.63,Concluída
1385,2025-03-06,1,13,336,106,1,137.92,0.0,137.92,73.42,Concluída
1386,2025-01-13,3,6,587,105,2,2694.2,0.0,2694.2,1716.04,Devolvida
1387,2025-05-09,1,13,943,107,5,715.15,35.76,679.39,448.15,Concluída
1388,2025-10-13,3,5,510,107,1,143.03,7.15,135.88,89.63,Concluída
1389,2025-01-08,4,8,323,107,3,429.09,0.0,429.09,268.89,Concluída
1390,2025-10-03,5,12,462,113,4,2579.92,129.0,2450.92,1524.96,Devolvida
1391,2025-04-09,4,9,30,107,1,143.03,14.3,128.73,89.63,Concluída
1392,2025-07-27,4,7,875,111,1,3133.63,0.0,3133.63,1612.76,Concluída
1393,2025-01-28,1,13,619,110,1,153.35,15.34,138.01,76.82,Concluída
1394,2025-12-12,2,1,122,103,1,207.74,0.0,207.74,133.24,Concluída
1395,2025-08-20,2,2,711,111,1,3133.63,0.0,3133.63,1612.76,Concluída
1396,2025-11-10,1,13,107,102,1,4043.83,202.19,3841.64,1891.83,Concluída
1397,2025-07-10,5,12,835,105,1,1347.1,0.0,1347.1,858.02,Concluída
1398,2025-01-31,1,13,111,108,1,424.26,63.64,360.62,191.74,Concluída
1399,2025-09-11,5,10,201,114,1,440.95,0.0,440.95,271.23,Concluída
1400,2025-07-03,2,1,954,113,1,644.98,0.0,644.98,381.24,Concluída
1401,2025-05-15,4,9,832,107,1,143.03,7.15,135.88,89.63,Cancelada
1402,2025-01-28,1,13,235,112,2,5258.52,0.0,5258.52,2799.1,Concluída
1403,2025-06-27,3,6,396,114,2,881.9,0.0,881.9,542.46,Concluída
1404,2025-11-22,1,13,971,109,1,438.81,0.0,438.81,291.96,Concluída
1405,2025-12-22,4,9,333,115,1,517.13,25.86,491.27,291.44,Devolvida
1406,2025-05-18,1,13,261,105,2,2694.2,0.0,2694.2,1716.04,Concluída
1407,2025-03-16,4,7,115,103,3,623.22,0.0,623.22,399.72,Concluída
1408,2025-08-18,1,13,699,110,2,306.7,46.0,260.7,153.64,Concluída
1409,2025-07-23,4,7,681,105,2,2694.2,134.71,2559.49,1716.04,Concluída
1410,2025-03-28,1,13,702,103,2,415.48,41.55,373.93,266.48,Concluída
1411,2025-01-07,3,4,821,114,1,440.95,22.05,418.9,271.23,Devolvida
1412,2025-01-22,1,13,34,107,2,286.06,14.3,271.76,179.26,Concluída
1413,2025-10-07,2,1,274,110,3,460.05,0.0,460.05,230.46,Concluída
1414,2025-06-06,1,13,528,102,2,8087.66,0.0,8087.66,3783.66,Concluída
1415,2025-05-27,2,1,863,107,1,143.03,0.0,143.03,89.63,Concluída
1416,2025-12-10,5,11,269,107,1,143.03,0.0,143.03,89.63,Concluída
1417,2025-07-05,3,5,618,110,1,153.35,7.67,145.68,76.82,Concluída
1418,2025-01-08,3,6,774,115,2,1034.26,51.71,982.55,582.88,Concluída
1419,2025-11-02,1,13,984,109,1,438.81,0.0,438.81,291.96,Concluída
1420,2025-07-17,4,9,594,107,5,715.15,0.0,715.15,448.15,Concluída
1421,2025-12-20,3,5,323,108,1,424.26,0.0,424.26,191.74,Concluída
1422,2025-05-21,4,9,141,105,1,1347.1,0.0,1347.1,858.02,Concluída
1423,2025-11-03,2,2,728,105,1,1347.1,0.0,1347.1,858.02,Concluída
1424,2025-10-13,3,6,461,103,1,207.74,0.0,207.74,133.24,Concluída
1425,2025-03-19,5,12,676,109,1,438.81,0.0,438.81,291.96,Concluída
1426,2025-10-18,1,13,530,114,1,440.95,0.0,440.95,271.23,Concluída
1427,2025-04-19,1,13,46,114,1,440.95,0.0,440.95,271.23,Concluída
1428,2025-01-02,1,13,473,107,1,143.03,0.0,143.03,89.63,Concluída
1429,2025-11-20,3,6,942,113,2,1289.96,64.5,1225.46,762.48,Concluída
1430,2025-10-08,1,13,194,106,1,137.92,0.0,137.92,73.42,Concluída
1431,2025-05-01,5,11,951,106,2,275.84,0.0,275.84,146.84,Concluída
1432,2025-09-19,4,8,283,107,2,286.06,14.3,271.76,179.26,Concluída
1433,2025-03-12,1,13,419,114,5,2204.75,0.0,2204.75,1356.15,Concluída
1434,2025-02-20,1,13,751,113,5,3224.9,0.0,3224.9,1906.2,Concluída
1435,2025-04-04,1,13,967,106,4,551.68,0.0,551.68,293.68,Concluída
1436,2025-02-08,1,13,447,107,4,572.12,28.61,543.51,358.52,Concluída
1437,2025-02-17,1,13,939,106,1,137.92,0.0,137.92,73.42,Concluída
1438,2025-04-26,5,10,828,108,1,424.26,0.0,424.26,191.74,Concluída
1439,2025-10-30,1,13,43,109,2,877.62,0.0,877.62,583.92,Concluída
1440,2025-04-10,2,3,208,105,1,1347.1,0.0,1347.1,858.02,Concluída
1441,2025-10-17,3,4,398,110,1,153.35,0.0,153.35,76.82,Concluída
1442,2025-08-10,2,3,920,111,1,3133.63,0.0,3133.63,1612.76,Devolvida
1443,2025-12-05,3,6,75,106,1,137.92,6.9,131.02,73.42,Concluída
1444,2025-07-05,2,1,584,108,3,1272.78,0.0,1272.78,575.22,Concluída
1445,2025-03-06,1,13,136,107,3,429.09,21.45,407.64,268.89,Concluída
1446,2025-11-20,2,3,851,114,1,440.95,0.0,440.95,271.23,Devolvida
1447,2025-10-11,4,9,378,115,1,517.13,0.0,517.13,291.44,Concluída
1448,2025-06-21,2,1,472,108,1,424.26,21.21,403.05,191.74,Concluída
1449,2025-03-12,2,2,617,103,2,415.48,0.0,415.48,266.48,Concluída
1450,2025-11-27,2,2,95,110,2,306.7,0.0,306.7,153.64,Concluída
1451,2025-05-17,1,13,618,108,1,424.26,0.0,424.26,191.74,Concluída
1452,2025-12-29,5,11,739,112,1,2629.26,262.93,2366.33,1399.55,Concluída
1453,2025-10-11,1,13,382,108,2,848.52,0.0,848.52,383.48,Concluída
1454,2025-09-16,1,13,130,114,3,1322.85,0.0,1322.85,813.69,Concluída
1455,2025-10-22,1,13,65,111,1,3133.63,313.36,2820.27,1612.76,Cancelada
1456,2025-07-29,1,13,471,103,1,207.74,0.0,207.74,133.24,Concluída
1457,2025-08-29,5,12,167,115,1,517.13,0.0,517.13,291.44,Concluída
1458,2025-05-24,1,13,498,109,2,877.62,87.76,789.86,583.92,Concluída
1459,2025-03-24,3,6,464,104,1,2804.45,420.67,2383.78,1695.62,Concluída
1460,2025-10-05,5,11,7,108,1,424.26,21.21,403.05,191.74,Cancelada
1461,2025-11-25,3,4,94,102,1,4043.83,606.57,3437.26,1891.83,Concluída
1462,2025-08-26,5,10,836,111,1,3133.63,0.0,3133.63,1612.76,Concluída
1463,2025-01-23,4,7,970,114,3,1322.85,0.0,1322.85,813.69,Concluída
1464,2025-03-11,1,13,474,102,2,8087.66,0.0,8087.66,3783.66,Concluída
1465,2025-01-03,5,11,928,112,2,5258.52,262.93,4995.59,2799.1,Concluída
1466,2025-10-21,4,9,729,106,2,275.84,0.0,275.84,146.84,Concluída
1467,2025-10-18,2,2,608,109,1,438.81,43.88,394.93,291.96,Concluída
1468,2025-03-09,3,5,980,108,2,848.52,0.0,848.52,383.48,Concluída
1469,2025-11-16,4,9,948,103,4,830.96,0.0,830.96,532.96,Concluída
1470,2025-10-03,1,13,37,105,1,1347.1,0.0,1347.1,858.02,Concluída
1471,2025-12-06,3,4,702,103,1,207.74,20.77,186.97,133.24,Concluída
1472,2025-07-04,2,3,783,115,2,1034.26,0.0,1034.26,582.88,Cancelada
1473,2025-08-04,2,2,883,105,4,5388.4,0.0,5388.4,3432.08,Concluída
1474,2025-08-18,1,13,735,105,3,4041.3,404.13,3637.17,2574.06,Concluída
1475,2025-10-08,1,13,326,113,1,644.98,64.5,580.48,381.24,Concluída
1476,2025-11-19,5,11,416,115,1,517.13,0.0,517.13,291.44,Concluída
1477,2025-08-17,4,8,722,101,1,3176.69,0.0,3176.69,2004.75,Concluída
1478,2025-02-10,1,13,164,104,1,2804.45,140.22,2664.23,1695.62,Concluída
1479,2025-01-18,2,2,924,113,1,644.98,0.0,644.98,381.24,Concluída
1480,2025-06-08,3,6,615,102,3,12131.49,0.0,12131.49,5675.49,Concluída
1481,2025-02-21,2,3,964,107,1,143.03,21.45,121.58,89.63,Concluída
1482,2025-06-18,4,9,966,108,2,848.52,0.0,848.52,383.48,Concluída
1483,2025-03-28,3,5,735,110,1,153.35,0.0,153.35,76.82,Concluída
1484,2025-05-18,3,4,699,103,5,1038.7,103.87,934.83,666.2,Concluída
1485,2025-04-04,2,2,804,113,3,1934.94,0.0,1934.94,1143.72,Devolvida
1486,2025-01-06,1,13,778,113,2,1289.96,0.0,1289.96,762.48,Concluída
1487,2025-06-22,1,13,929,115,1,517.13,25.86,491.27,291.44,Concluída
1488,2025-10-29,1,13,33,108,1,424.26,63.64,360.62,191.74,Concluída
1489,2025-08-15,3,4,475,110,1,153.35,15.34,138.01,76.82,Concluída
1490,2025-10-30,3,6,29,115,1,517.13,25.86,491.27,291.44,Concluída
1491,2025-01-05,5,11,981,111,2,6267.26,940.09,5327.17,3225.52,Concluída
1492,2025-01-07,1,13,4,105,1,1347.1,134.71,1212.39,858.02,Concluída
1493,2025-08-08,1,13,66,102,1,4043.83,0.0,4043.83,1891.83,Cancelada
1494,2025-04-24,5,11,902,110,2,306.7,0.0,306.7,153.64,Concluída
1495,2025-06-27,4,7,932,106,2,275.84,0.0,275.84,146.84,Concluída
1496,2025-07-18,1,13,418,108,1,424.26,0.0,424.26,191.74,Concluída
1497,2025-07-23,2,3,61,102,1,4043.83,202.19,3841.64,1891.83,Concluída
1498,2025-01-23,4,7,491,109,1,438.81,21.94,416.87,291.96,Concluída
1499,2025-04-22,3,6,869,105,1,1347.1,67.36,1279.74,858.02,Devolvida
1500,2025-04-26,1,13,503,108,1,424.26,21.21,403.05,191.74,Concluída
1501,2025-06-17,1,13,649,106,2,275.84,0.0,275.84,146.84,Concluída
1502,2025-07-14,1,13,921,107,1,143.03,0.0,143.03,89.63,Concluída
1503,2025-04-05,3,6,192,111,3,9400.89,470.04,8930.85,4838.28,Concluída
1504,2025-04-24,1,13,72,101,2,6353.38,0.0,6353.38,4009.5,Concluída
1505,2025-08-04,4,7,365,104,1,2804.45,140.22,2664.23,1695.62,Concluída
1506,2025-07-31,2,1,15,103,3,623.22,0.0,623.22,399.72,Concluída
1507,2025-08-16,1,13,632,115,1,517.13,51.71,465.42,291.44,Concluída
1508,2025-08-22,1,13,332,114,1,440.95,0.0,440.95,271.23,Concluída
1509,2025-10-31,4,8,172,107,1,143.03,21.45,121.58,89.63,Concluída
1510,2025-12-10,4,7,817,101,3,9530.07,0.0,9530.07,6014.25,Concluída
1511,2025-09-24,1,13,474,108,3,1272.78,63.64,1209.14,575.22,Concluída
1512,2025-08-16,1,13,863,103,1,207.74,10.39,197.35,133.24,Concluída
1513,2025-04-07,2,1,102,111,2,6267.26,313.36,5953.9,3225.52,Concluída
1514,2025-06-30,5,12,805,102,1,4043.83,404.38,3639.45,1891.83,Concluída
1515,2025-12-18,1,13,445,102,2,8087.66,0.0,8087.66,3783.66,Concluída
1516,2025-07-10,1,13,748,110,3,460.05,0.0,460.05,230.46,Concluída
1517,2025-08-29,1,13,391,109,1,438.81,21.94,416.87,291.96,Concluída
1518,2025-06-23,5,11,548,113,2,1289.96,0.0,1289.96,762.48,Concluída
1519,2025-10-08,5,12,966,103,1,207.74,0.0,207.74,133.24,Cancelada
1520,2025-09-18,1,13,888,101,2,6353.38,953.01,5400.37,4009.5,Concluída
1521,2025-09-02,1,13,182,109,1,438.81,0.0,438.81,291.96,Concluída
1522,2025-04-28,1,13,61,105,1,1347.1,0.0,1347.1,858.02,Devolvida
1523,2025-12-02,1,13,947,112,3,7887.78,394.39,7493.39,4198.65,Concluída
1524,2025-07-04,2,3,201,112,1,2629.26,0.0,2629.26,1399.55,Concluída
1525,2025-01-07,1,13,52,105,3,4041.3,202.07,3839.23,2574.06,Concluída
1526,2025-03-09,1,13,510,106,3,413.76,0.0,413.76,220.26,Concluída
1527,2025-05-05,1,13,43,115,2,1034.26,0.0,1034.26,582.88,Concluída
1528,2025-06-21,5,11,260,107,1,143.03,7.15,135.88,89.63,Concluída
1529,2025-06-26,3,6,237,115,2,1034.26,0.0,1034.26,582.88,Concluída
1530,2025-10-27,1,13,136,113,1,644.98,0.0,644.98,381.24,Concluída
1531,2025-11-03,1,13,481,105,1,1347.1,0.0,1347.1,858.02,Concluída
1532,2025-03-23,3,6,224,102,3,12131.49,0.0,12131.49,5675.49,Concluída
1533,2025-10-05,4,7,635,107,1,143.03,0.0,143.03,89.63,Concluída
1534,2025-04-14,5,11,499,101,1,3176.69,0.0,3176.69,2004.75,Concluída
1535,2025-07-08,5,11,862,115,1,517.13,77.57,439.56,291.44,Concluída
1536,2025-01-21,1,13,953,103,1,207.74,0.0,207.74,133.24,Concluída
1537,2025-07-05,1,13,798,113,2,1289.96,0.0,1289.96,762.48,Concluída
1538,2025-08-09,1,13,702,105,2,2694.2,0.0,2694.2,1716.04,Concluída
1539,2025-08-02,1,13,663,110,1,153.35,0.0,153.35,76.82,Concluída
1540,2025-03-28,1,13,904,114,1,440.95,0.0,440.95,271.23,Concluída
1541,2025-04-21,4,9,141,115,2,1034.26,0.0,1034.26,582.88,Concluída
1542,2025-12-23,1,13,104,111,1,3133.63,0.0,3133.63,1612.76,Concluída
1543,2025-01-21,2,2,972,110,4,613.4,0.0,613.4,307.28,Concluída
1544,2025-07-28,1,13,742,105,3,4041.3,202.07,3839.23,2574.06,Concluída
1545,2025-10-20,3,5,226,104,1,2804.45,140.22,2664.23,1695.62,Concluída
1546,2025-05-25,5,10,911,106,2,275.84,0.0,275.84,146.84,Concluída
1547,2025-05-06,1,13,973,114,1,440.95,22.05,418.9,271.23,Concluída
1548,2025-12-28,4,9,542,108,1,424.26,0.0,424.26,191.74,Concluída
1549,2025-07-09,4,9,400,115,2,1034.26,51.71,982.55,582.88,Concluída
1550,2025-08-21,2,3,917,112,2,5258.52,0.0,5258.52,2799.1,Concluída
1551,2025-11-22,1,13,370,104,1,2804.45,0.0,2804.45,1695.62,Devolvida
1552,2025-05-19,1,13,986,113,1,644.98,0.0,644.98,381.24,Concluída
1553,2025-02-10,1,13,379,101,1,3176.69,317.67,2859.02,2004.75,Concluída
1554,2025-11-13,5,11,521,102,2,8087.66,0.0,8087.66,3783.66,Concluída
1555,2025-03-15,1,13,590,107,1,143.03,7.15,135.88,89.63,Concluída
1556,2025-05-03,1,13,140,104,1,2804.45,140.22,2664.23,1695.62,Devolvida
1557,2025-05-17,1,13,956,114,1,440.95,66.14,374.81,271.23,Cancelada
1558,2025-11-30,2,1,254,113,3,1934.94,193.49,1741.45,1143.72,Concluída
1559,2025-06-04,4,8,219,112,2,5258.52,0.0,5258.52,2799.1,Concluída
1560,2025-12-03,4,7,107,115,2,1034.26,0.0,1034.26,582.88,Concluída
1561,2025-12-18,3,5,963,109,2,877.62,87.76,789.86,583.92,Concluída
1562,2025-03-03,1,13,95,115,3,1551.39,0.0,1551.39,874.32,Concluída
1563,2025-07-05,4,9,287,112,3,7887.78,0.0,7887.78,4198.65,Cancelada
1564,2025-08-24,1,13,50,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1565,2025-11-28,5,12,26,112,1,2629.26,131.46,2497.8,1399.55,Concluída
1566,2025-03-17,1,13,474,108,1,424.26,0.0,424.26,191.74,Concluída
1567,2025-07-28,1,13,4,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1568,2025-11-19,3,4,834,108,3,1272.78,0.0,1272.78,575.22,Cancelada
1569,2025-07-08,1,13,38,101,3,9530.07,0.0,9530.07,6014.25,Concluída
1570,2025-03-07,1,13,328,108,2,848.52,84.85,763.67,383.48,Concluída
1571,2025-01-14,3,4,991,110,2,306.7,0.0,306.7,153.64,Cancelada
1572,2025-07-23,2,3,711,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1573,2025-03-04,1,13,360,112,1,2629.26,131.46,2497.8,1399.55,Concluída
1574,2025-01-14,3,4,590,112,2,5258.52,0.0,5258.52,2799.1,Concluída
1575,2025-03-07,3,6,361,114,3,1322.85,66.14,1256.71,813.69,Concluída
1576,2025-05-01,1,13,656,112,2,5258.52,0.0,5258.52,2799.1,Concluída
1577,2025-04-08,5,12,623,103,1,207.74,0.0,207.74,133.24,Concluída
1578,2025-12-22,4,7,801,106,1,137.92,0.0,137.92,73.42,Concluída
1579,2025-09-17,1,13,481,107,1,143.03,0.0,143.03,89.63,Devolvida
1580,2025-01-24,2,2,622,108,2,848.52,0.0,848.52,383.48,Concluída
1581,2025-03-23,4,7,391,101,1,3176.69,0.0,3176.69,2004.75,Concluída
1582,2025-02-21,1,13,915,109,2,877.62,0.0,877.62,583.92,Concluída
1583,2025-02-15,5,11,683,113,2,1289.96,0.0,1289.96,762.48,Concluída
1584,2025-05-15,2,2,799,107,1,143.03,0.0,143.03,89.63,Concluída
1585,2025-03-09,1,13,708,103,1,207.74,0.0,207.74,133.24,Concluída
1586,2025-01-09,3,6,300,105,5,6735.5,0.0,6735.5,4290.1,Devolvida
1587,2025-10-17,1,13,183,112,4,10517.04,0.0,10517.04,5598.2,Concluída
1588,2025-11-13,5,11,217,106,2,275.84,27.58,248.26,146.84,Concluída
1589,2025-11-22,4,8,886,113,1,644.98,64.5,580.48,381.24,Concluída
1590,2025-01-29,1,13,283,102,2,8087.66,0.0,8087.66,3783.66,Concluída
1591,2025-04-28,4,8,791,102,2,8087.66,0.0,8087.66,3783.66,Concluída
1592,2025-12-04,1,13,179,107,2,286.06,0.0,286.06,179.26,Concluída
1593,2025-07-24,1,13,673,106,1,137.92,0.0,137.92,73.42,Concluída
1594,2025-09-01,1,13,258,110,1,153.35,0.0,153.35,76.82,Concluída
1595,2025-02-04,1,13,738,105,1,1347.1,0.0,1347.1,858.02,Cancelada
1596,2025-06-25,1,13,18,110,3,460.05,0.0,460.05,230.46,Concluída
1597,2025-10-31,5,12,329,108,1,424.26,0.0,424.26,191.74,Concluída
1598,2025-09-02,4,7,19,105,1,1347.1,202.06,1145.04,858.02,Concluída
1599,2025-02-06,3,6,509,102,1,4043.83,202.19,3841.64,1891.83,Concluída
1600,2025-02-07,5,12,250,113,2,1289.96,129.0,1160.96,762.48,Concluída
1601,2025-08-25,2,3,465,107,1,143.03,21.45,121.58,89.63,Concluída
1602,2025-02-07,1,13,915,108,1,424.26,21.21,403.05,191.74,Devolvida
1603,2025-04-05,1,13,692,113,1,644.98,96.75,548.23,381.24,Concluída
1604,2025-09-29,2,2,665,109,1,438.81,0.0,438.81,291.96,Concluída
1605,2025-04-17,5,12,586,115,3,1551.39,77.57,1473.82,874.32,Concluída
1606,2025-11-05,1,13,337,105,1,1347.1,202.06,1145.04,858.02,Concluída
1607,2025-10-24,3,4,239,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1608,2025-06-30,4,8,498,113,1,644.98,96.75,548.23,381.24,Concluída
1609,2025-08-22,4,8,492,101,2,6353.38,0.0,6353.38,4009.5,Concluída
1610,2025-10-15,2,2,317,109,2,877.62,0.0,877.62,583.92,Concluída
1611,2025-10-21,2,2,946,105,3,4041.3,0.0,4041.3,2574.06,Concluída
1612,2025-07-17,5,11,708,101,1,3176.69,0.0,3176.69,2004.75,Concluída
1613,2025-05-06,1,13,482,104,1,2804.45,140.22,2664.23,1695.62,Devolvida
1614,2025-10-17,2,1,986,108,1,424.26,0.0,424.26,191.74,Concluída
1615,2025-11-29,1,13,229,106,1,137.92,6.9,131.02,73.42,Concluída
1616,2025-01-05,1,13,113,103,1,207.74,0.0,207.74,133.24,Concluída
1617,2025-08-07,1,13,874,106,2,275.84,27.58,248.26,146.84,Concluída
1618,2025-10-14,4,8,627,107,1,143.03,0.0,143.03,89.63,Concluída
1619,2025-05-07,1,13,772,105,3,4041.3,404.13,3637.17,2574.06,Concluída
1620,2025-04-24,1,13,805,102,2,8087.66,0.0,8087.66,3783.66,Concluída
1621,2025-10-19,5,12,251,113,2,1289.96,64.5,1225.46,762.48,Cancelada
1622,2025-05-13,1,13,292,104,1,2804.45,0.0,2804.45,1695.62,Concluída
1623,2025-01-09,2,3,857,111,2,6267.26,0.0,6267.26,3225.52,Concluída
1624,2025-10-31,1,13,132,110,2,306.7,15.34,291.36,153.64,Concluída
1625,2025-10-22,3,6,658,113,3,1934.94,0.0,1934.94,1143.72,Cancelada
1626,2025-02-21,1,13,991,101,5,15883.45,794.17,15089.28,10023.75,Concluída
1627,2025-02-01,3,4,882,108,2,848.52,0.0,848.52,383.48,Concluída
1628,2025-09-23,1,13,646,112,2,5258.52,0.0,5258.52,2799.1,Concluída
1629,2025-10-27,1,13,39,104,1,2804.45,0.0,2804.45,1695.62,Concluída
1630,2025-06-05,1,13,152,112,2,5258.52,0.0,5258.52,2799.1,Concluída
1631,2025-03-14,5,11,110,103,2,415.48,0.0,415.48,266.48,Concluída
1632,2025-06-20,4,8,542,112,1,2629.26,0.0,2629.26,1399.55,Concluída
1633,2025-11-18,3,5,987,101,1,3176.69,0.0,3176.69,2004.75,Concluída
1634,2025-10-21,3,4,268,112,1,2629.26,0.0,2629.26,1399.55,Concluída
1635,2025-06-17,1,13,87,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1636,2025-04-15,1,13,196,114,1,440.95,44.09,396.86,271.23,Concluída
1637,2025-01-18,4,7,318,108,1,424.26,0.0,424.26,191.74,Concluída
1638,2025-02-25,1,13,680,108,2,848.52,0.0,848.52,383.48,Concluída
1639,2025-12-12,4,8,801,114,1,440.95,0.0,440.95,271.23,Concluída
1640,2025-11-30,1,13,583,114,1,440.95,22.05,418.9,271.23,Cancelada
1641,2025-03-20,5,12,92,111,2,6267.26,0.0,6267.26,3225.52,Concluída
1642,2025-02-02,2,1,39,105,1,1347.1,0.0,1347.1,858.02,Concluída
1643,2025-10-02,4,8,970,101,1,3176.69,158.83,3017.86,2004.75,Concluída
1644,2025-05-24,2,2,186,108,2,848.52,42.43,806.09,383.48,Concluída
1645,2025-03-23,1,13,533,103,2,415.48,0.0,415.48,266.48,Concluída
1646,2025-03-10,1,13,221,104,3,8413.35,0.0,8413.35,5086.86,Concluída
1647,2025-05-10,2,2,70,112,2,5258.52,262.93,4995.59,2799.1,Concluída
1648,2025-08-22,1,13,449,114,1,440.95,22.05,418.9,271.23,Concluída
1649,2025-06-27,4,8,256,115,2,1034.26,0.0,1034.26,582.88,Concluída
1650,2025-04-18,1,13,933,104,2,5608.9,0.0,5608.9,3391.24,Concluída
1651,2025-09-07,1,13,222,105,2,2694.2,404.13,2290.07,1716.04,Concluída
1652,2025-03-07,2,2,70,113,1,644.98,32.25,612.73,381.24,Devolvida
1653,2025-01-09,1,13,981,103,2,415.48,0.0,415.48,266.48,Concluída
1654,2025-07-11,1,13,939,114,1,440.95,44.09,396.86,271.23,Concluída
1655,2025-02-22,4,8,658,111,2,6267.26,0.0,6267.26,3225.52,Concluída
1656,2025-02-24,3,6,959,114,1,440.95,0.0,440.95,271.23,Concluída
1657,2025-11-24,2,3,894,115,1,517.13,25.86,491.27,291.44,Concluída
1658,2025-03-17,1,13,185,103,1,207.74,0.0,207.74,133.24,Cancelada
1659,2025-12-19,1,13,777,109,1,438.81,0.0,438.81,291.96,Concluída
1660,2025-03-17,5,11,256,111,1,3133.63,0.0,3133.63,1612.76,Cancelada
1661,2025-04-06,1,13,89,101,1,3176.69,0.0,3176.69,2004.75,Concluída
1662,2025-05-01,3,6,567,107,2,286.06,14.3,271.76,179.26,Concluída
1663,2025-02-07,2,1,884,114,1,440.95,22.05,418.9,271.23,Concluída
1664,2025-04-26,3,5,107,110,4,613.4,0.0,613.4,307.28,Concluída
1665,2025-04-02,3,6,908,115,2,1034.26,0.0,1034.26,582.88,Concluída
1666,2025-03-14,5,11,767,105,1,1347.1,0.0,1347.1,858.02,Concluída
1667,2025-01-11,1,13,154,103,1,207.74,0.0,207.74,133.24,Concluída
1668,2025-12-17,4,9,901,111,1,3133.63,470.04,2663.59,1612.76,Cancelada
1669,2025-01-01,3,4,208,105,1,1347.1,0.0,1347.1,858.02,Cancelada
1670,2025-01-10,1,13,521,110,1,153.35,0.0,153.35,76.82,Concluída
1671,2025-01-11,4,7,881,106,2,275.84,0.0,275.84,146.84,Concluída
1672,2025-06-28,1,13,195,113,2,1289.96,0.0,1289.96,762.48,Concluída
1673,2025-04-04,1,13,164,115,1,517.13,0.0,517.13,291.44,Concluída
1674,2025-04-05,2,2,486,106,2,275.84,0.0,275.84,146.84,Concluída
1675,2025-03-20,1,13,908,107,1,143.03,0.0,143.03,89.63,Concluída
1676,2025-03-10,1,13,587,112,3,7887.78,0.0,7887.78,4198.65,Concluída
1677,2025-02-06,1,13,224,101,1,3176.69,0.0,3176.69,2004.75,Concluída
1678,2025-12-25,3,4,447,104,1,2804.45,140.22,2664.23,1695.62,Concluída
1679,2025-07-29,1,13,681,113,4,2579.92,0.0,2579.92,1524.96,Concluída
1680,2025-06-21,3,6,527,101,2,6353.38,0.0,6353.38,4009.5,Concluída
1681,2025-04-15,3,4,671,109,2,877.62,0.0,877.62,583.92,Concluída
1682,2025-10-01,4,7,722,114,1,440.95,22.05,418.9,271.23,Concluída
1683,2025-03-19,1,13,801,102,1,4043.83,0.0,4043.83,1891.83,Concluída
1684,2025-02-27,3,6,158,114,1,440.95,0.0,440.95,271.23,Concluída
1685,2025-07-25,1,13,107,113,1,644.98,0.0,644.98,381.24,Concluída
1686,2025-10-03,1,13,313,113,1,644.98,32.25,612.73,381.24,Concluída
1687,2025-07-18,1,13,453,111,1,3133.63,0.0,3133.63,1612.76,Concluída
1688,2025-06-17,4,8,654,107,1,143.03,14.3,128.73,89.63,Concluída
1689,2025-03-02,3,6,133,104,1,2804.45,0.0,2804.45,1695.62,Concluída
1690,2025-08-12,4,7,77,104,1,2804.45,0.0,2804.45,1695.62,Concluída
1691,2025-05-26,1,13,545,104,2,5608.9,0.0,5608.9,3391.24,Concluída
1692,2025-09-19,5,12,792,114,2,881.9,0.0,881.9,542.46,Concluída
1693,2025-11-11,2,2,603,110,1,153.35,0.0,153.35,76.82,Concluída
